idx,image_id,prediction,gold,EM,F1,BLEU4,ROUGE_L_F1
15042,,Traffic light.,Traffic light.,1,1.0,0.0,1.0
15043,,None.,The ego vehicle.,0,0.0,0.0,0.0
15044,,Yes.,No.,0,0.0,0.0,0.0
15045,,"Back up, brake suddenly.","Accelerate and go ahead, back up.",0,0.4,0.0,0.4
15046,,There are many cars and one truck behind,There are many cars and three trucks behind the ego car.,0,0.666667,0.421395,0.666667
15047,,Yes.,Yes.,1,1.0,0.0,1.0
15048,,Go straight.,Stationary.,0,0.0,0.0,0.0
15049,,"< c2,CAM_FRON","< c3,CAM_FRONT,793.3,506.7> is in front of < c1,CAM_FRONT,686.7,535.8>, < c2,CAM_BACK,816.7,542.5> is behind < c1,CAM_FRONT,686.7,535.8>, and < c3,CAM_FRONT,793.3,506.7> is in front of < c2,CAM_BACK,816.7,542.5>.",0,0.0,0.0,0.0
15050,,None.,None.,1,1.0,0.0,1.0
15051,,There are many cars and one truck to,"There are three trucks, three trailers, two cars, and one barrier to the back left of the ego car.",0,0.48,0.0,0.48
15052,,Yes.,Yes.,1,1.0,0.0,1.0
15053,,None.,"< c4,CAM_BACK,825.0,532.5>.",0,0.0,0.0,0.0
15054,,Accelerating and going straight.,Accelerating and going straight.,1,1.0,1.0,1.0
15055,,There are many traffic elements in the front,"There are many traffic elements in the front view. The information of these traffic elements is [(traffic light, red, 832.5, 204.86, 852.33, 279.6), (traffic light, unknown, 892.75, 234.6, 914.1, 286.47), (traffic light, unknown, 930.12, 260.54, 949.19, 305.53), (traffic light, red, 928.6, 342.14, 950.71, 400.87), (traffic light, unknown, 1237.49, 248.84",0,0.259259,0.003299,0.259259
15056,,Yes.,Yes.,1,1.0,0.0,1.0
15057,,No.,No.,1,1.0,0.0,1.0
15058,,The ego vehicle.,None.,0,0.0,0.0,0.0
15059,,"The action is none, the reason is","The action is none, the reason is there is no safety issue.",0,0.666667,0.367879,0.666667
15060,,"< c2,CAM_FRON","< c2,CAM_FRONT,503.3,496.7> is in front of < c1,CAM_BACK,817.5,534.2>, < c3,CAM_FRONT,83.3,551.7> is in front of < c1,CAM_BACK,817.5,534.2>, and < c3,CAM_FRONT,83.3,551.7> is behind < c2,CAM_FRONT,503.3,496.7>.",0,0.0,0.0,0.0
15061,,None.,"< c2,CAM_FRONT,1372.5,497.5>.",0,0.0,0.0,0.0
15062,,Low.,Low.,1,1.0,0.0,1.0
15063,,Black sedan.,White commercial vehicle.,0,0.0,0.0,0.0
15064,,Yes.,Yes.,1,1.0,0.0,1.0
15065,,Low.,Low.,1,1.0,0.0,1.0
15066,,Accelerating and going straight.,Moderate right turn.,0,0.0,0.0,0.0
15067,,"The action is none, the reason is","The action is to keep going at the same speed, the reason being there is no safety issue.",0,0.4,0.0,0.4
15068,,Neither is a traffic sign.,Only one of the boxes is a traffic sign.,0,0.545455,0.0,0.545455
15069,,"None, no, none.","None, no, none.",1,1.0,0.0,1.0
15070,,Yes.,Yes.,1,1.0,0.0,1.0
15071,,No.,No.,1,1.0,0.0,1.0
15072,,One pedestrian is moving.,The pedestrian to the back right of the ego car is standing.,0,0.307692,0.0,0.307692
15073,,Yes.,Yes.,1,1.0,0.0,1.0
15074,,Going ahead.,Going ahead.,1,1.0,0.0,1.0
15075,,Yes.,Yes.,1,1.0,0.0,1.0
15076,,One truck is parked.,The truck in front of the ego car is parked.,0,0.5,0.0,0.5
15077,,Low.,Low.,1,1.0,0.0,1.0
15078,,The action is to keep going at the,"The action is to keep going at the same speed. The reason is that there is no safety issue, and the probability is high.",0,0.461538,0.096972,0.461538
15079,,None.,None.,1,1.0,0.0,1.0
15080,,"None, no, none.","None, no, none.",1,1.0,0.0,1.0
15081,,No.,No.,1,1.0,0.0,1.0
15082,,Yes.,Yes.,1,1.0,0.0,1.0
15083,,The ego vehicle.,The ego vehicle.,1,1.0,0.0,1.0
15084,,There are many cars and one truck to,There is one truck and two cars to the front right of the ego car.,0,0.571429,0.0,0.380952
15085,,Go straight.,Go straight.,1,1.0,0.0,1.0
15086,,Moving.,Moving.,1,1.0,0.0,1.0
15087,,White sedan.,Pedestrian with black short sleeves.,0,0.0,0.0,0.0
15088,,No.,No.,1,1.0,0.0,1.0
15089,,"Back up, brake suddenly.","Accelerate and go ahead, brake suddenly.",0,0.4,0.0,0.4
15090,,No.,No.,1,1.0,0.0,1.0
15091,,No.,No.,1,1.0,0.0,1.0
15092,,Black sedan.,White SUV.,0,0.0,0.0,0.0
15093,,No.,No.,1,1.0,0.0,1.0
15094,,No.,Yes.,0,0.0,0.0,0.0
15095,,Black sedan.,Pedestrian wearing yellow clothes.,0,0.0,0.0,0.0
15096,,"< c2,CAM_BACK","< c2,CAM_BACK,811.7,544.2>.",0,0.0,0.0,0.0
15097,,Black sedan.,White car.,0,0.0,0.0,0.0
15098,,"Firstly, notice < c3,","Firstly, notice < c2,CAM_FRONT,667.3,462.8>. It is a traffic sign, so the ego vehicle should slow down and proceed. Secondly, notice < c1,CAM_BACK,821.7,546.7>. It is going ahead, so the ego vehicle should continue at the same speed. Thirdly, notice < c3,CAM_BACK_LEFT,91.8,645.9>. It is stationary, so the ego vehicle should continue at the same speed.",0,0.085106,0.0,0.085106
15099,,Keep going at the same speed.,Brake gently to a stop.,0,0.0,0.0,0.0
15100,,One construction vehicle is parked.,One construction vehicle is moving.,0,0.8,0.66874,0.8
15101,,Accelerating and going straight.,"Accelerating and going straight can lead to a collision with < c3,CAM_FRONT,793.3,506.7>.",0,0.571429,0.22313,0.571429
15102,,Moving.,Moving.,1,1.0,0.0,1.0
15103,,Neither is a traffic sign.,Neither is a traffic sign.,1,1.0,1.0,1.0
15104,,"Keep going at the same speed, accelerate","Brake gently to a stop, brake suddenly, and turn left.",0,0.0,0.0,0.0
15105,,No.,Yes.,0,0.0,0.0,0.0
15106,,The ego vehicle.,None.,0,0.0,0.0,0.0
15107,,None.,"< c3,CAM_BACK,867.5,544.2>.",0,0.0,0.0,0.0
15108,,Neither is a traffic sign.,Only one of the boxes is a traffic sign.,0,0.545455,0.0,0.545455
15109,,Black sedan.,Black car.,0,0.5,0.0,0.5
15110,,The action is to keep going at the,The action is to keep going at the same speed. The reason is that there is no safety issue. The probability of this action is high.,0,0.428571,0.069483,0.428571
15111,,None.,"< c3,CAM_BACK,1126.3,639.1>.",0,0.0,0.0,0.0
15112,,"Firstly, notice < c3,","Firstly, notice that < c4,CAM_FRONT,383.3,509.2>. The object is going ahead, so the ego vehicle should keep going ahead at the same speed. Secondly, notice that < c3,CAM_BACK_LEFT,276.7,635.0>. The object is going ahead, so the ego vehicle should keep going ahead at the same speed. Thirdly, notice that < c2,CAM_BACK_RIGHT,260.9,396.7>. The object is stationary, so the ego vehicle should keep going ahead at the same",0,0.072727,0.0,0.072727
15113,,Two trucks are parked.,"One of the trucks is moving, and one is parked.",0,0.307692,0.0,0.307692
15114,,Yes.,Yes.,1,1.0,0.0,1.0
15115,,"< c2,CAM_FRON","< c2,CAM_FRONT_RIGHT,1203.3,598.3> is at the back of < c1,CAM_FRONT,920.0,481.7>, < c3,CAM_BACK_RIGHT,1203.3,625.8> is at the back of < c1,CAM_FRONT,920.0,481.7>, < c4,CAM_FRONT,1428.3,524.2> is at the back of < c1,CAM_FRONT,920.0,481.7>, < c5,CAM_",0,0.0,0.0,0.0
15116,,One bus is moving.,One bus is stopped.,0,0.75,0.0,0.75
15117,,Many pedestrians are moving.,Many pedestrians are moving.,1,1.0,1.0,1.0
15118,,There is a white truck to the,"There is a red car to the front left of the ego vehicle, a white sedan to the front of the ego vehicle, a yellow sedan to the back left of the ego vehicle, and a black SUV to the back of the ego vehicle. The IDs of these objects are < c1,CAM_FRONT_LEFT,949.0,689.2>, < c2,CAM_FRONT,1021.7,503.3>, < c3,CAM_BACK_LEFT,665.0,641.7>, and < c4,",0,0.166667,0.0,0.166667
15119,,Yes.,No.,0,0.0,0.0,0.0
15120,,The trailer to the front right of the,The trailer to the front right of the ego car is parked.,0,0.714286,0.449329,0.714286
15121,,No.,No.,1,1.0,0.0,1.0
15122,,None.,None.,1,1.0,0.0,1.0
15123,,There are many cars and one truck to,There is one car to the back left of the ego car.,0,0.333333,0.0,0.333333
15124,,Traffic light.,Traffic light.,1,1.0,0.0,1.0
15125,,The action is to keep going at the,"The action is to remain stationary. The reason for taking this action is to follow the traffic rules, with a high probability.",0,0.25,0.0,0.25
15126,,No.,Yes.,0,0.0,0.0,0.0
15127,,Neither is a traffic sign.,Neither is a traffic sign.,1,1.0,1.0,1.0
15128,,Accelerating and going straight.,Accelerate and go straight.,0,0.5,0.0,0.5
15129,,No.,No.,1,1.0,0.0,1.0
15130,,Low.,Low.,1,1.0,0.0,1.0
15131,,Many cars are parked.,Many cars are parked.,1,1.0,1.0,1.0
15132,,Yes.,Yes.,1,1.0,0.0,1.0
15133,,Silver sedan.,White arrow.,0,0.0,0.0,0.0
15134,,No.,Yes.,0,0.0,0.0,0.0
15135,,No.,No.,1,1.0,0.0,1.0
15136,,No.,No.,1,1.0,0.0,1.0
15137,,No.,No.,1,1.0,0.0,1.0
15138,,"Many cars are parked, and one","One of the cars is moving, and many are parked.",0,0.8,0.0,0.4
15139,,Yes.,Yes.,1,1.0,0.0,1.0
15140,,Yes.,Yes.,1,1.0,0.0,1.0
15141,,None.,None.,1,1.0,0.0,1.0
15142,,Moving.,Moving.,1,1.0,0.0,1.0
15143,,No.,No.,1,1.0,0.0,1.0
15144,,"Many cars are parked, and one",Many cars are parked.,0,0.8,0.508133,0.8
15145,,"< c2,CAM_BACK",None.,0,0.0,0.0,0.0
15146,,Black sedan.,Gray sedan.,0,0.5,0.0,0.5
15147,,None.,None.,1,1.0,0.0,1.0
15148,,No.,No.,1,1.0,0.0,1.0
15149,,Black sedan.,Person with a backpack.,0,0.0,0.0,0.0
15150,,Stationary.,Stationary.,1,1.0,0.0,1.0
15151,,Stationary.,Moving.,0,0.0,0.0,0.0
15152,,One car is parked.,One car is moving.,0,0.75,0.0,0.75
15153,,Many cars are parked.,"Many cars are parked, and one is moving.",0,0.666667,0.367879,0.666667
15154,,Yes.,Yes.,1,1.0,0.0,1.0
15155,,Black sedan.,Person riding a bicycle.,0,0.0,0.0,0.0
15156,,No.,No.,1,1.0,0.0,1.0
15157,,No.,Yes.,0,0.0,0.0,0.0
15158,,Going ahead.,Going ahead.,1,1.0,0.0,1.0
15159,,No.,No.,1,1.0,0.0,1.0
15160,,Keep going straight.,Keep going straight.,1,1.0,0.0,1.0
15161,,Many pedestrians are moving.,Two pedestrians are moving.,0,0.75,0.0,0.75
15162,,Yes.,Yes.,1,1.0,0.0,1.0
15163,,One truck is parked.,One truck is moving.,0,0.75,0.0,0.75
15164,,"Firstly, notice < c3,","Firstly, notice < c6,CAM_FRONT,924.8,320.0>. It is a traffic sign, so the ego vehicle should remain stationary. Secondly, notice < c1,CAM_FRONT,1229.6,597.2>. It is going ahead, so the ego vehicle should remain stationary. Thirdly, notice < c4,CAM_FRONT,1036.7,671.7>. It is also going ahead, so the ego vehicle should remain stationary.",0,0.093023,0.0,0.093023
15165,,There are many cars and one truck to,"There are three trailers, one truck, and one car to the front right of the ego car.",0,0.521739,0.0,0.434783
15166,,Stationary.,Stationary.,1,1.0,0.0,1.0
15167,,Moving.,Stationary.,0,0.0,0.0,0.0
15168,,The ego vehicle.,The ego vehicle.,1,1.0,0.0,1.0
15169,,No.,No.,1,1.0,0.0,1.0
15170,,Low.,Low.,1,1.0,0.0,1.0
15171,,No.,Yes.,0,0.0,0.0,0.0
15172,,Neither is a traffic sign.,Only one of the boxes is a traffic sign.,0,0.545455,0.0,0.545455
15173,,White truck.,White truck.,1,1.0,0.0,1.0
15174,,Yes.,Yes.,1,1.0,0.0,1.0
15175,,"None, no, none.","None, no, none.",1,1.0,0.0,1.0
15176,,Low.,Low.,1,1.0,0.0,1.0
15177,,"Many cars are parked, and one",Two cars are moving.,0,0.4,0.0,0.4
15178,,Keep going straight.,Stationary.,0,0.0,0.0,0.0
15179,,No.,No.,1,1.0,0.0,1.0
15180,,Go straight.,Go straight.,1,1.0,0.0,1.0
15181,,Moving.,Moving.,1,1.0,0.0,1.0
15182,,There is a white truck to the,"There is a white truck to the front of the ego vehicle, a black pickup truck to the back of the ego vehicle, a white SUV to the front right of the ego vehicle, a black pickup truck to the back right of the ego vehicle, and an orange truck to the back right of the ego vehicle. The IDs of these objects are < c1,CAM_FRONT,883.3,472.5>, < c2,CAM_BACK,547.5,511.7>, < c3,CAM_FRONT_RIGHT,291.7,",0,0.178571,0.000101,0.178571
15183,,No.,No.,1,1.0,0.0,1.0
15184,,There is a white truck to the,"There is an orange sedan to the front left of the ego vehicle, a brown SUV to the back of the ego vehicle, a white SUV to the back of the ego vehicle, a red car to the front of the ego vehicle, a unable to determine to the front of the ego vehicle, and an orange pickup truck to the front of the ego vehicle. The IDs of these objects are < c1,CAM_FRONT_LEFT,1284.2,614.2>, < c2,CAM_BACK,1380.4,674.2>,",0,0.166667,0.0,0.166667
15185,,Many pedestrians are moving.,"Two of the pedestrians are standing, and two are moving.",0,0.461538,0.0,0.461538
15186,,Yes.,Yes.,1,1.0,0.0,1.0
15187,,Yes.,Yes.,1,1.0,0.0,1.0
15188,,None.,"< c4,CAM_BACK,888.3,535.8>.",0,0.0,0.0,0.0
15189,,Sharp right turn.,No such action will lead to a collision.,0,0.0,0.0,0.0
15190,,None.,"< c1,CAM_FRONT_RIGHT,231.7,515.8>.",0,0.0,0.0,0.0
15191,,There is one moving car behind the,"There is one bicycle without a rider in front of the ego car, one standing pedestrian in front of the ego car, and two moving pedestrians in front of the ego car.",0,0.294118,0.0,0.294118
15192,,Yes.,Yes.,1,1.0,0.0,1.0
15193,,The ego vehicle.,The ego vehicle.,1,1.0,0.0,1.0
15194,,Back up.,No such action will lead to a collision.,0,0.0,0.0,0.0
15195,,Keep going straight.,Keep going straight.,1,1.0,0.0,1.0
15196,,"None, no, none.","None, no, none.",1,1.0,0.0,1.0
15197,,There is one moving car behind the,"There is one moving car in front of the ego car, one moving car behind the ego car, many parked cars behind the ego car, three parked trucks behind the ego car, and one moving pedestrian in front of the ego car.",0,0.27907,0.005704,0.27907
15198,,"Many cars are parked, and one",Three cars are moving.,0,0.4,0.0,0.4
15199,,White truck.,Green light.,0,0.0,0.0,0.0
15200,,Low.,Low.,1,1.0,0.0,1.0
15201,,No.,No.,1,1.0,0.0,1.0
15202,,Yes.,Yes.,1,1.0,0.0,1.0
15203,,"Back up, brake suddenly.","Braking suddenly, backing up.",0,0.5,0.0,0.25
15204,,"The action is none, the reason is","The action is to keep going at the same speed, and the reason is that there are no safety issues.",0,0.363636,0.0,0.363636
15205,,Low.,Low.,1,1.0,0.0,1.0
15206,,Low.,Low.,1,1.0,0.0,1.0
15207,,The action is to keep going at the,"The action is to keep going at the same speed. The reason is to avoid a collision, which is high in probability.",0,0.5,0.135335,0.5
15208,,None.,None.,1,1.0,0.0,1.0
15209,,One car is moving.,One car is moving.,1,1.0,1.0,1.0
15210,,Yes.,Yes.,1,1.0,0.0,1.0
15211,,There is a white truck to the,"There is a white truck to the front of the ego vehicle, a white van to the back of the ego vehicle, a white sedan to the front right of the ego vehicle, and a silver sedan to the back right of the ego vehicle. The IDs of these objects are < c1,CAM_FRONT,745.8,460.0>, < c2,CAM_BACK,474.2,535.8>, < c3,CAM_FRONT_RIGHT,78.3,586.7>, and < c4,CAM_BACK_",0,0.208333,0.0005,0.208333
15212,,"Back up, brake suddenly.","Turning left, backing up, and changing to the left lane are dangerous actions for the ego vehicle in this scenario.",0,0.090909,0.0,0.090909
15213,,None.,None.,1,1.0,0.0,1.0
15214,,Yes.,Yes.,1,1.0,0.0,1.0
15215,,Keep going straight.,Keep going straight.,1,1.0,0.0,1.0
15216,,The action is to keep going at the,"The action is to remain stationary. The reason for this action is to follow the traffic rules, and the probability of taking this action is high.",0,0.214286,0.0,0.214286
15217,,The ego vehicle.,None.,0,0.0,0.0,0.0
15218,,Yes.,Yes.,1,1.0,0.0,1.0
15219,,"Firstly, notice < c3,","Firstly, notice that < c2,CAM_FRONT,554.6,458.3>. The object is stationary, so the ego vehicle should continue moving forward at the same speed. Secondly, notice that < c3,CAM_BACK_RIGHT,128.8,597.5>. The object is also stationary, so the ego vehicle should continue moving forward at the same speed. Thirdly, notice that < c4,CAM_BACK_RIGHT,705.0,568.3>. The object is stationary, so the ego vehicle should continue moving forward at",0,0.075472,0.0,0.075472
15220,,There are many cars and one truck in,There is one pedestrian in front of the ego car.,0,0.352941,0.0,0.352941
15221,,None.,The ego vehicle.,0,0.0,0.0,0.0
15222,,Yes.,Yes.,1,1.0,0.0,1.0
15223,,Low.,Low.,1,1.0,0.0,1.0
15224,,"The action is none, the reason is","The action is to take none, the reason is that there is no safety issue.",0,0.555556,0.0,0.555556
15225,,No.,No.,1,1.0,0.0,1.0
15226,,Low.,Low.,1,1.0,0.0,1.0
15227,,"< c1,CAM_FRON","< c1,CAM_FRONT,863.3,611.7>, < c2,CAM_FRONT_LEFT,864.9,534.7>, < c3,CAM_FRONT_RIGHT,1426.7,661.7>.",0,0.0,0.0,0.0
15228,,Low.,Low.,1,1.0,0.0,1.0
15229,,"< c1,CAM_FRON","The priority of the objects that the ego vehicle should consider, in descending order, is < c4,CAM_FRONT,739.9,707.5>, < c3,CAM_FRONT,885.8,540.0>, < c1,CAM_BACK,1083.3,541.7>, < c2,CAM_BACK,857.5,530.8>.",0,0.0,0.0,0.0
15230,,Low.,Low.,1,1.0,0.0,1.0
15231,,No.,No.,1,1.0,0.0,1.0
15232,,Many cars are parked.,"Many cars are parked, and three are moving.",0,0.666667,0.367879,0.666667
15233,,No.,No.,1,1.0,0.0,1.0
15234,,Yes.,Yes.,1,1.0,0.0,1.0
15235,,Black sedan.,Orange sedan.,0,0.5,0.0,0.5
15236,,Low.,Low.,1,1.0,0.0,1.0
15237,,No.,Yes.,0,0.0,0.0,0.0
15238,,Yes.,Yes.,1,1.0,0.0,1.0
15239,,There are many cars and one truck behind,There are many cars and one pedestrian behind the ego car.,0,0.777778,0.550695,0.777778
15240,,Yes.,Yes.,1,1.0,0.0,1.0
15241,,Black sedan.,"A person wearing a white shirt is the visual description of < c3,CAM_FRONT,714.2,494.2>.",0,0.0,0.0,0.0
15242,,"Many cars are parked, and one",Many cars are parked.,0,0.8,0.508133,0.8
15243,,No.,No.,1,1.0,0.0,1.0
15244,,There are many cars and one truck in,There is one pedestrian and many cars in front of the ego car.,0,0.6,0.0,0.4
15245,,There is a white truck to the,"There is a black car to the front of the ego vehicle, a black car to the back of the ego vehicle, and a black sedan to the back left of the ego vehicle. The IDs of these objects are < c1,CAM_FRONT,1556.7,482.5>, < c2,CAM_BACK,761.7,567.5>, and < c3,CAM_BACK_LEFT,737.5,569.2>.",0,0.153846,0.0,0.153846
15246,,None.,None.,1,1.0,0.0,1.0
15247,,There are many cars and one truck to,"There are three trailers, two cars, two trucks, and one barrier to the back left of the ego car.",0,0.48,0.0,0.48
15248,,None.,"< c2,CAM_BACK,785.0,624.2>.",0,0.0,0.0,0.0
15249,,Neither is a traffic sign.,Neither is a traffic sign.,1,1.0,1.0,1.0
15250,,No.,Yes.,0,0.0,0.0,0.0
15251,,Keep going straight.,Stationary.,0,0.0,0.0,0.0
15252,,Many pedestrians are moving.,Three pedestrians are moving.,0,0.75,0.0,0.75
15253,,Many cars are parked.,Many cars are parked.,1,1.0,1.0,1.0
15254,,One truck is parked.,One truck is parked.,1,1.0,1.0,1.0
15255,,No.,No.,1,1.0,0.0,1.0
15256,,Yes.,Yes.,1,1.0,0.0,1.0
15257,,No.,No.,1,1.0,0.0,1.0
15258,,No.,No.,1,1.0,0.0,1.0
15259,,Stationary.,Moving.,0,0.0,0.0,0.0
15260,,One truck is parked.,One truck is parked.,1,1.0,1.0,1.0
15261,,No.,No.,1,1.0,0.0,1.0
15262,,Yes.,No.,0,0.0,0.0,0.0
15263,,"< c1,CAM_FRON","< c3,CAM_FRONT,1089.5,398.9>, < c2,CAM_FRONT,875.0,515.8>, < c1,CAM_FRONT,1423.3,469.2>.",0,0.0,0.0,0.0
15264,,The ego vehicle is going straight.,The ego vehicle is going straight. The ego vehicle is driving slowly.,0,0.666667,0.367879,0.666667
15265,,Brake suddenly.,Brake suddenly.,1,1.0,0.0,1.0
15266,,There are many cars and one truck behind,There are many pedestrians and one car behind the ego car.,0,0.666667,0.0,0.666667
15267,,Moving.,Moving.,1,1.0,0.0,1.0
15268,,Yes.,Yes.,1,1.0,0.0,1.0
15269,,No.,No.,1,1.0,0.0,1.0
15270,,Yes.,Yes.,1,1.0,0.0,1.0
15271,,There are many cars to the back right,There are two traffic cones to the back right of the ego car.,0,0.555556,0.0,0.555556
15272,,No.,Yes.,0,0.0,0.0,0.0
15273,,Stationary.,Stationary.,1,1.0,0.0,1.0
15274,,Low.,Low.,1,1.0,0.0,1.0
15275,,Yes.,Yes.,1,1.0,0.0,1.0
15276,,Yes.,Yes.,1,1.0,0.0,1.0
15277,,The action is to keep going at the,"The action is to keep going at the same speed. The reason is to avoid a collision, which is high in probability.",0,0.5,0.135335,0.5
15278,,"None, no, none.","None, no, none.",1,1.0,0.0,1.0
15279,,Neither is a traffic sign.,Neither is a traffic sign.,1,1.0,1.0,1.0
15280,,Going ahead.,Going ahead.,1,1.0,0.0,1.0
15281,,Keep going straight.,Stationary.,0,0.0,0.0,0.0
15282,,Yes.,Yes.,1,1.0,0.0,1.0
15283,,The action is to keep going at the,"The action is to keep going at the same speed. The reason is that there is no safety issue, and the probability is high.",0,0.461538,0.096972,0.461538
15284,,Keep going straight.,Keep going straight.,1,1.0,0.0,1.0
15285,,Black sedan.,Black sedan.,1,1.0,0.0,1.0
15286,,"< c1,CAM_BACK","< c1,CAM_BACK,641.7,615.8> is in the ego lane.",0,0.0,0.0,0.0
15287,,There is a white truck to the,"There is a silver sedan to the back left of the ego vehicle, a white sedan to the front of the ego vehicle, and a pedestrian in black top and trousers to the front of the ego vehicle. The IDs of these objects are < c1,CAM_BACK_LEFT,990.8,475.0>, < c2,CAM_FRONT,112.5,588.3>, and < c3,CAM_FRONT,553.3,548.3>.",0,0.186047,0.0,0.186047
15288,,Yes.,Yes.,1,1.0,0.0,1.0
15289,,"Back up, brake suddenly.","Backing up, braking suddenly, and changing to the right lane are dangerous actions for the ego vehicle in this scenario.",0,0.181818,0.0,0.181818
15290,,No.,Yes.,0,0.0,0.0,0.0
15291,,One car is moving.,The car in front is parked.,0,0.444444,0.0,0.444444
15292,,Low.,Low.,1,1.0,0.0,1.0
15293,,"None, no, none.","None, no, none.",1,1.0,0.0,1.0
15294,,Yes.,Yes.,1,1.0,0.0,1.0
15295,,There are many cars and one truck behind,There are three pedestrians and one car behind the ego car.,0,0.555556,0.0,0.555556
15296,,There are many cars and one truck to,"There is one truck, two barriers, and one trailer to the front right of the ego car.",0,0.434783,0.0,0.347826
15297,,The action is to keep going at the,"The action is to keep going at the same speed. The reason is to follow the traffic rules, which has a high probability.",0,0.5,0.135335,0.5
15298,,No.,No.,1,1.0,0.0,1.0
15299,,The ego vehicle.,None.,0,0.0,0.0,0.0
15300,,No.,No.,1,1.0,0.0,1.0
15301,,None.,"< c2,CAM_FRONT,1565.0,516.7>.",0,0.0,0.0,0.0
15302,,There are many cars and one truck to,There is one traffic cone to the front left of the ego car.,0,0.315789,0.0,0.315789
15303,,No.,No.,1,1.0,0.0,1.0
15304,,The ego vehicle.,The ego vehicle.,1,1.0,0.0,1.0
15305,,No.,Yes.,0,0.0,0.0,0.0
15306,,The ego vehicle.,The ego vehicle.,1,1.0,0.0,1.0
15307,,"Keep going at the same speed, accelerate",Brake gently to a stop and brake suddenly.,0,0.0,0.0,0.0
15308,,Low.,Low.,1,1.0,0.0,1.0
15309,,None.,Red light.,0,0.0,0.0,0.0
15310,,Keep going straight.,Keep going straight.,1,1.0,0.0,1.0
15311,,None.,None.,1,1.0,0.0,1.0
15312,,One car is moving.,One car is moving.,1,1.0,1.0,1.0
15313,,No.,No.,1,1.0,0.0,1.0
15314,,"Back up, brake suddenly.","Accelerate and go ahead, and back up.",0,0.363636,0.0,0.363636
15315,,"The action is none, the reason is","The action is to do nothing, the reason is that there is no safety issue.",0,0.444444,0.0,0.444444
15316,,No.,No.,1,1.0,0.0,1.0
15317,,There are many cars and one truck behind,"There are many pedestrians, many cars, one truck, and two bicycles behind the ego car.",0,0.727273,0.0,0.636364
15318,,Neither is a traffic sign.,Neither is a traffic sign.,1,1.0,1.0,1.0
15319,,No.,No.,1,1.0,0.0,1.0
15320,,No.,No.,1,1.0,0.0,1.0
15321,,Low.,Low.,1,1.0,0.0,1.0
15322,,Black sedan.,Black SUV.,0,0.5,0.0,0.5
15323,,White truck.,White pickup truck.,0,0.8,0.0,0.8
15324,,One pedestrian is moving.,The pedestrian to the back of the ego car is moving.,0,0.5,0.0,0.5
15325,,None.,"< c3,CAM_BACK,564.2,505.0>.",0,0.0,0.0,0.0
15326,,There are many traffic elements in the front,"There are many traffic elements in the front view. The information of these traffic elements is [(traffic light, red, 833.9, 268.65, 862.2, 342.04), (traffic light, red, 957.83, 262.89, 985.63, 338.34), (traffic light, red, 1487.47, 262.13, 1520.7, 332.27), (traffic light, unknown, 1502.39, 376.69, 1538.94, 407.75), (traffic light, red, 1095.06,",0,0.264151,0.003805,0.264151
15327,,No.,No.,1,1.0,0.0,1.0
15328,,Yes.,No.,0,0.0,0.0,0.0
15329,,The action is to keep going at the,"The action is to turn right, the reason is that there is no safety issue, and the probability is high.",0,0.26087,0.0,0.26087
15330,,"Keep going at the same speed, accelerate","Keep going at the same speed, accelerate and go ahead, or decelerate gradually without braking.",0,0.6,0.263597,0.6
15331,,No.,No.,1,1.0,0.0,1.0
15332,,No.,Yes.,0,0.0,0.0,0.0
15333,,No.,No.,1,1.0,0.0,1.0
15334,,Moving.,Moving.,1,1.0,0.0,1.0
15335,,No.,No.,1,1.0,0.0,1.0
15336,,"The action is none, the reason is",The action is none; the reason is to follow the traffic rules.,0,0.714286,0.449329,0.714286
15337,,The ego vehicle is going straight.,The ego vehicle is going straight. The ego vehicle is driving slowly.,0,0.666667,0.367879,0.666667
15338,,The trailer to the front right of the,The trailer to the front right of the ego car is parked.,0,0.714286,0.449329,0.714286
15339,,None.,"< c1,CAM_BACK,970.0,560.0>.",0,0.0,0.0,0.0
15340,,There are many cars and one truck to,There are two cars to the back left of the ego car.,0,0.444444,0.0,0.444444
15341,,No.,No.,1,1.0,0.0,1.0
15342,,None.,None.,1,1.0,0.0,1.0
15343,,Yes.,No.,0,0.0,0.0,0.0
15344,,The action is to keep going at the,"The action is to brake gently to a stop. The reason is that there is no safety issue, and the probability is high.",0,0.24,0.0,0.24
15345,,Many cars are parked.,"Many cars are parked, and one is moving.",0,0.666667,0.367879,0.666667
15346,,Moving.,Moving.,1,1.0,0.0,1.0
15347,,Yes.,Yes.,1,1.0,0.0,1.0
15348,,The action is to keep going at the,The action is to remain stationary because there is no safety issue. The probability of this action is high.,0,0.26087,0.0,0.26087
15349,,Moving.,Moving.,1,1.0,0.0,1.0
15350,,The action is to keep going at the,"The action is to keep stationary. The reason for taking this action is to follow the traffic rules, and the probability of this action is high.",0,0.285714,0.035307,0.285714
15351,,Accelerating and going straight.,Sharp left turn.,0,0.0,0.0,0.0
15352,,Red light.,Red light.,1,1.0,0.0,1.0
15353,,No.,No.,1,1.0,0.0,1.0
15354,,Low.,Low.,1,1.0,0.0,1.0
15355,,Keep going straight.,Keep going straight.,1,1.0,0.0,1.0
15356,,There are many traffic elements in the front,"There is one traffic element in the front view. The information of this traffic element is [(road sign, u-turn, 1274.01, 428.4, 1289.45, 441.89)].",0,0.285714,0.0,0.285714
